Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Poste,élément décomposé par poste,26779,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0551",,,,
Poste,élément décomposé par poste,26779,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26779,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0738",,,,
Poste,élément décomposé par poste,26780,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0109",,,,
Poste,élément décomposé par poste,26780,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0401",,,,
Poste,élément décomposé par poste,26780,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26780,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,057",,,,
Poste,élément décomposé par poste,26781,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0145",,,,
Poste,élément décomposé par poste,26781,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0705",,,,
Poste,élément décomposé par poste,26781,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26781,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,091",,,,
Poste,élément décomposé par poste,26782,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0169",,,,
Poste,élément décomposé par poste,26782,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0909",,,,
Poste,élément décomposé par poste,26782,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26782,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,114",,,,
Poste,élément décomposé par poste,26783,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26783,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0342",,,,
Poste,élément décomposé par poste,26783,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26783,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0502",,,,
Poste,élément décomposé par poste,26784,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26784,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0322",,,,
Poste,élément décomposé par poste,26784,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26784,Valide générique,kgCO2e/kWh,Electricité - 2012,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2012,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0482",,,,
Poste,élément décomposé par poste,26785,Valide générique,kgCO2e/kWh,Electricité - 2013,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,combustibles,"0,0129",,,,
Poste,élément décomposé par poste,26785,Valide générique,kgCO2e/kWh,Electricité - 2013,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0549",,,,
Poste,élément décomposé par poste,26785,Valide générique,kgCO2e/kWh,Electricité - 2013,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0081",,,,
Elément,élément décomposé par poste,26785,Valide générique,kgCO2e/kWh,Electricité - 2013,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0759",,,,
Poste,élément décomposé par poste,26786,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0101",,,,
Poste,élément décomposé par poste,26786,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0321",,,,
Poste,élément décomposé par poste,26786,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26786,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0485",,,,
Poste,élément décomposé par poste,26787,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0263",,,,
Poste,élément décomposé par poste,26787,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,165",,,,
Poste,élément décomposé par poste,26787,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26787,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,198",,,,
Poste,élément décomposé par poste,26788,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,011",,,,
Poste,élément décomposé par poste,26788,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0395",,,,
Poste,élément décomposé par poste,26788,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26788,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0568",,,,
Poste,élément décomposé par poste,26789,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0126",,,,
Poste,élément décomposé par poste,26789,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0528",,,,
Poste,élément décomposé par poste,26789,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26789,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0717",,,,
Poste,élément décomposé par poste,26790,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0113",,,,
Poste,élément décomposé par poste,26790,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0415",,,,
Poste,élément décomposé par poste,26790,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26790,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0591",,,,
Poste,élément décomposé par poste,26791,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0143",,,,
Poste,élément décomposé par poste,26791,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0665",,,,
Poste,élément décomposé par poste,26791,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26791,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0871",,,,
Poste,élément décomposé par poste,26792,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0166",,,,
Poste,élément décomposé par poste,26792,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0856",,,,
Poste,élément décomposé par poste,26792,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26792,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,109",,,,
Poste,élément décomposé par poste,26793,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26793,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0312",,,,
Poste,élément décomposé par poste,26793,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26793,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0475",,,,
