Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Elément,élément non décomposé,15616,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Croatie",Autre pays du monde,Croatie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,236",,,,
Elément,élément non décomposé,15617,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Chypre",Autre pays du monde,Chypre,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,697",,,,
Elément,élément non décomposé,15618,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Géorgie",Autre pays du monde,Géorgie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,0687",,,,
Elément,élément non décomposé,15619,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Gibraltar",Autre pays du monde,Gibraltar,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,762",,,,
Elément,élément non décomposé,15620,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Kazakstan",Autre pays du monde,Kazakstan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,403",,,,
Elément,élément non décomposé,15621,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Kosovo",Autre pays du monde,Kosovo,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"1,29",,,,
Elément,élément non décomposé,15622,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Kirghizistan",Autre pays du monde,Kirghizistan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,0591",,,,
Elément,élément non décomposé,15623,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Lettonie",Autre pays du monde,Lettonie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,12",,,,
Elément,élément non décomposé,15624,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Lituanie",Autre pays du monde,Lituanie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,337",,,,
Elément,élément non décomposé,15625,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Macédonie",Autre pays du monde,Macédonie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,685",,,,
Elément,élément non décomposé,15626,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Malte",Autre pays du monde,Malte,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,872",,,,
Elément,élément non décomposé,15627,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Moldavie",Autre pays du monde,Moldavie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,517",,,,
Elément,élément non décomposé,15628,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Montenegro",Autre pays du monde,Montenegro,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,405",,,,
Elément,élément non décomposé,15629,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Roumanie",Autre pays du monde,Roumanie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,413",,,,
Elément,élément non décomposé,15630,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Russie",Autre pays du monde,Russie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,384",,,,
Elément,élément non décomposé,15631,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Serbie",Autre pays du monde,Serbie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,718",,,,
Elément,élément non décomposé,15632,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Tadjikistan",Autre pays du monde,Tadjikistan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,0143",,,,
Elément,élément non décomposé,15633,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Turkménistan",Autre pays du monde,Turkménistan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,954",,,,
Elément,élément non décomposé,15634,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Ukraine",Autre pays du monde,Ukraine,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,392",,,,
Elément,élément non décomposé,15635,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Ouzbékistan",Autre pays du monde,Ouzbékistan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,55",,,,
Elément,élément non décomposé,15636,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Algérie",Autre pays du monde,Algérie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,548",,,,
Elément,élément non décomposé,15637,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Angola",Autre pays du monde,Angola,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,44",,,,
Elément,élément non décomposé,15638,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Bénin",Autre pays du monde,Bénin,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,72",,,,
Elément,élément non décomposé,15639,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Botswana",Autre pays du monde,Botswana,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"2,52",,,,
Elément,élément non décomposé,15640,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Cameroun",Autre pays du monde,Cameroun,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,207",,,,
Elément,élément non décomposé,15641,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Congo",Autre pays du monde,Congo,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,142",,,,
Elément,élément non décomposé,15642,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Rép. Dém. Du Congo",Autre pays du monde,Rép. Dém. Du Congo,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,00291",,,,
Elément,élément non décomposé,15643,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Côte d'Ivoire",Autre pays du monde,Côte d'Ivoire,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,445",,,,
Elément,élément non décomposé,15644,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Égypte",Autre pays du monde,Égypte,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,45",,,,
Elément,élément non décomposé,15645,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Érythrée",Autre pays du monde,Érythrée,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,646",,,,
Elément,élément non décomposé,15646,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Éthiopie",Autre pays du monde,Éthiopie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,00701",,,,
Elément,élément non décomposé,15647,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Gabon",Autre pays du monde,Gabon,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,383",,,,
Elément,élément non décomposé,15648,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Ghana",Autre pays du monde,Ghana,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,259",,,,
Elément,élément non décomposé,15649,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Kenya",Autre pays du monde,Kenya,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,274",,,,
Elément,élément non décomposé,15650,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Libye",Autre pays du monde,Libye,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,885",,,,
Elément,élément non décomposé,15651,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Maroc",Autre pays du monde,Maroc,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,718",,,,
Elément,élément non décomposé,15652,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Mozambique",Autre pays du monde,Mozambique,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,000648",,,,
Elément,élément non décomposé,15653,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Namibie",Autre pays du monde,Namibie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,197",,,,
Elément,élément non décomposé,15654,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Nigéria",Autre pays du monde,Nigéria,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,405",,,,
Elément,élément non décomposé,15655,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Sénégal",Autre pays du monde,Sénégal,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,637",,,,
Elément,élément non décomposé,15656,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Afrique du Sud",Autre pays du monde,Afrique du Sud,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,927",,,,
Elément,élément non décomposé,15657,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Soudan",Autre pays du monde,Soudan,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,344",,,,
Elément,élément non décomposé,15658,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Tanzanie",Autre pays du monde,Tanzanie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,329",,,,
Elément,élément non décomposé,15659,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Togo",Autre pays du monde,Togo,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,195",,,,
Elément,élément non décomposé,15660,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Tunisie",Autre pays du monde,Tunisie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,463",,,,
Elément,élément non décomposé,15661,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Zambie",Autre pays du monde,Zambie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,00268",,,,
Elément,élément non décomposé,15662,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Zimbabwe",Autre pays du monde,Zimbabwe,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,66",,,,
Elément,élément non décomposé,15663,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Bangladesh",Autre pays du monde,Bangladesh,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,593",,,,
Elément,élément non décomposé,15664,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Brunéi Darussalam",Autre pays du monde,Brunéi Darussalam,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,717",,,,
Elément,élément non décomposé,15665,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Cambodge",Autre pays du monde,Cambodge,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,804",,,,
Elément,élément non décomposé,15666,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Taïwan",Autre pays du monde,Taïwan,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,624",,,,
Elément,élément non décomposé,15667,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Inde",Autre pays du monde,Inde,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,912",,,,
Elément,élément non décomposé,15668,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Indonésie",Autre pays du monde,Indonésie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,709",,,,
Elément,élément non décomposé,15669,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Corée du nord",Autre pays du monde,Corée du nord,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,465",,,,
Elément,élément non décomposé,15670,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Malaisie",Autre pays du monde,Malaisie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,727",,,,
Elément,élément non décomposé,15671,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Mongolie",Autre pays du monde,Mongolie,Novembre 2014,Février 2016,déc.-19,10%,,,,,,,,,,,,,"0,949",,,,
Elément,élément non décomposé,15672,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Birmanie",Autre pays du monde,Birmanie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,262",,,,
Elément,élément non décomposé,15673,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Népal",Autre pays du monde,Népal,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,00106",,,,
Elément,élément non décomposé,15674,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Pakistan",Autre pays du monde,Pakistan,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,425",,,,
Elément,élément non décomposé,15675,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Philippines",Autre pays du monde,Philippines,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,481",,,,
Elément,élément non décomposé,15676,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Singapour",Autre pays du monde,Singapour,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,499",,,,
Elément,élément non décomposé,15677,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Sri Lanka",Autre pays du monde,Sri Lanka,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,379",,,,
Elément,élément non décomposé,15678,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Thaïlande",Autre pays du monde,Thaïlande,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,513",,,,
Elément,élément non décomposé,15679,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Viêtnam",Autre pays du monde,Viêt Nam,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,432",,,,
Elément,élément non décomposé,15680,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Chine",Autre pays du monde,Chine,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,766",,,,
Elément,élément non décomposé,15681,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Argentine",Autre pays du monde,Argentine,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,367",,,,
Elément,élément non décomposé,15682,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Bolivie",Autre pays du monde,Bolivie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,423",,,,
Elément,élément non décomposé,15683,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Brésil",Autre pays du monde,Brésil,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,0868",,,,
Elément,élément non décomposé,15684,Valide générique,kgCO2e/kWh,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Colombie",Autre pays du monde,Colombie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,"0,176",,,,
