Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Poste,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",Energie,stockage - magasin,1.73E-4,,,,,,,,,,,,,,,,
Poste,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",Energie,stockage - centre de distribution,4.62E-6,,,,,,,,,,,,,,,,
Poste,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",Intrants,agricole,0.596,,,,,,,,,,,,,,,,
Poste,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",Intrants,Emballages,0.0764,,,,,,,,,,,,,,,,
Poste,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",Transport,jusqu'au magasin,0.162,,,,,,,,,,,,,,,,
Elément,25685,élément décomposé par poste,Valide générique,Tartiflette,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Pomme de terre, food GES, plats, cuisine, nourriture, plat, gratin, Tartiflette",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,472</p>",,,0.899,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Energie,stockage - centre de distribution,4.73E-6,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Energie,Transformation agroalimentaire,0.349,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Energie,stockage - magasin,1.24E-4,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Intrants,agricole,2.37,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Intrants,Emballages,0.0415,,,,,,,,,,,,,,,,
Poste,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",Transport,jusqu'au magasin,0.15,,,,,,,,,,,,,,,,
Elément,25686,élément décomposé par poste,Valide générique,Lasagnes,à la viande,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,594</p>",,,2.91,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Energie,stockage - centre de distribution,5.48E-6,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Energie,Transformation agroalimentaire,0.129,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Energie,stockage - magasin,1.54E-4,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Intrants,agricole,0.816,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Intrants,Emballages,0.0359,,,,,,,,,,,,,,,,
Poste,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",Transport,jusqu'au magasin,0.174,,,,,,,,,,,,,,,,
Elément,25687,élément décomposé par poste,Valide générique,Lasagnes,végétarienne,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Lasagnes",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,714</p>",,,1.15,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Energie,Transformation agroalimentaire,0.181,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Energie,stockage - magasin,5.72E-5,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Energie,stockage - centre de distribution,1.50E-6,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Intrants,agricole,0.466,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Intrants,Emballages,0.0192,,,,,,,,,,,,,,,,
Poste,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",Transport,jusqu'au magasin,0.065,,,,,,,,,,,,,,,,
Elément,25688,élément décomposé par poste,Valide générique,Pizza,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Pizza",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,143</p>",,,0.731,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Energie,stockage - centre de distribution,4.96E-6,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Energie,stockage - magasin,1.67E-4,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Energie,Transformation agroalimentaire,0.52,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Intrants,agricole,3.36,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Intrants,Emballages,0.0521,,,,,,,,,,,,,,,,
Poste,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",Transport,jusqu'au magasin,0.206,,,,,,,,,,,,,,,,
Elément,25689,élément décomposé par poste,Valide générique,Spaghetti à la bolognaise,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, pâtes, plats, cuisine, nourriture, plat, Spaghetti, bolognaise",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,682</p>",,,4.14,,,,,,,,,,,,,,,,
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Energie,stockage - centre de distribution,7.65E-6,,,,,,,,,,,,,,,,
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Energie,stockage - magasin,3.28E-4,,,,,,,,,,,,,,,,
