Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Poste,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,5.97,,,,,,,,,,,,,,,,
Poste,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,88.7,,,,,,,,,,,,,,,,
Poste,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,11,,,,,,,,,,,,,,,,
Poste,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,21.1,,,,,,,,,,,,,,,,
Elément,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,133,,,,,,,,,,,,,,,,
Poste,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Mise en forme,0.951,,,,,,,,,,,,,,,,
Poste,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Assemblage,0.925,,,,,,,,,,,,,,,,
Poste,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Intrants,Matières premières,32.9,,,,,,,,,,,,,,,,
Poste,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Transport,Distribution,3.46,,,,,,,,,,,,,,,,
Poste,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Transport,Approvisionnement,1.96,,,,,,,,,,,,,,,,
Elément,27034,élément décomposé par poste,Valide générique,Barre de son,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Audio, Barre de son",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,,,40.2,,,,,,,,,,,,,,,,
Poste,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Energie,Mise en forme,3.39,,,,,,,,,,,,,,,,
Poste,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Energie,Assemblage,0.07,,,,,,,,,,,,,,,,
Poste,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Intrants,Matières premières,5.02,,,,,,,,,,,,,,,,
Poste,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Transport,Distribution,0.55,,,,,,,,,,,,,,,,
Poste,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Transport,Approvisionnement,0.16,,,,,,,,,,,,,,,,
Elément,27035,élément décomposé par poste,Valide générique,Sac à dos,écolier,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, écolier",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,,,9.19,,,,,,,,,,,,,,,,
Poste,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Energie,Mise en forme,0.45,,,,,,,,,,,,,,,,
Poste,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Energie,Assemblage,0.04,,,,,,,,,,,,,,,,
Poste,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Intrants,Matières premières,5.16,,,,,,,,,,,,,,,,
Poste,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Transport,Distribution,0.28,,,,,,,,,,,,,,,,
Poste,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,Transport,Approvisionnement,0.08,,,,,,,,,,,,,,,,
Elément,27036,élément décomposé par poste,Valide générique,Sac à dos,randonnée,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, équipement, Sac à dos, randonnée",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,60%,,4/4,,,,,,,,,,,6.01,,,,,,,,,,,,,,,,
Poste,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,Energie,Assemblage,4.58,,,,,,,,,,,,,,,,
Poste,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,Energie,Mise en forme,3.55,,,,,,,,,,,,,,,,
Poste,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,Intrants,Matières premières,10.1,,,,,,,,,,,,,,,,
Poste,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,Transport,Approvisionnement,0.41,,,,,,,,,,,,,,,,
Poste,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,Transport,Distribution,1.59,,,,,,,,,,,,,,,,
Elément,27037,élément décomposé par poste,Valide générique,Raquette,de tennis,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, tennis, Raquette, équipement",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,40%,,4/4,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,
Poste,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Assemblage,0.18,,,,,,,,,,,,,,,,
Poste,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Mise en forme,0.86,,,,,,,,,,,,,,,,
Poste,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Intrants,Matières premières,2.23,,,,,,,,,,,,,,,,
Poste,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Transport,Approvisionnement,0.13,,,,,,,,,,,,,,,,
Poste,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Transport,Distribution,0.72,,,,,,,,,,,,,,,,
Elément,27038,élément décomposé par poste,Valide générique,Ballon,de Football,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Football",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,
Poste,27039,élément décomposé par poste,Valide générique,Ballon,de Basket-ball,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Basket-ball",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Assemblage,0.35,,,,,,,,,,,,,,,,
Poste,27039,élément décomposé par poste,Valide générique,Ballon,de Basket-ball,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Basket-ball",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Energie,Mise en forme,0.46,,,,,,,,,,,,,,,,
Poste,27039,élément décomposé par poste,Valide générique,Ballon,de Basket-ball,,Achats de biens > Autres produits manufacturés > Articles de sport,"sport, Ballon, équipement, Basket-ball",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,30%,,4/4,,,,,,,,,Intrants,Matières premières,2.75,,,,,,,,,,,,,,,,
